name;serving_size;energy_kcal;protein_g;carbohydrate_g;fat_g;sugar_g;sodium_mg;fiber_g
san remo pasta sauce bolognese mushroom;2.10 g;77.0;2.1;8.6;3.6;4.8;0.0;0.0
Pasta La fonte spaghetti with bolognese sauce;6 g;420.0;10.0;93.0;0.0;0.0;0.0;6.0
La pasta royale cheese bolognese;8 g;340.0;10.0;64.0;6.0;10.0;0.0;8.0
MR.P Garlic peanut;6 g;240.0;6.0;14.0;17.0;0.0;0.0;0.0
Mr. Bread Roti manis pandan coklat srikaya;7 g;330.0;7.0;50.0;11.0;12.0;330.0;0.0
Mangga kwini;Tidak Diketahui;0.40 g;86.0;0.7;19.8;0.5;0.0;1.0
Wine;0.07 g;83.0;0.07;2.72;0.0;0.0;0.0;0.0
Sonice Chicken wing;20 g;220.0;20.0;4.0;14.0;0.0;0.0;0.0
Ikan Cakalang; segar;Tidak Diketahui;0.90 g;86.0;10.2;8.7;1.1;0.0
Pizza hut super supreme;3 g;410.0;16.0;37.0;22.0;2.0;0.0;3.0
Apel malang;Tidak Diketahui;0.30 g;57.0;0.5;12.8;0.4;0.0;3.6
Apel;Tidak Diketahui;0.30 g;58.0;0.3;14.9;0.4;0.0;2.0
Beetroot (mentah);1.61 g;43.0;1.61;9.56;0.17;0.0;0.0;0.0
French fries 2000 dengan saos sambal colek;0 g;45.0;0.0;8.0;1.5;0.0;125.0;0.0
Saori Saus Mentega;0 g;0.0;0.0;2.0;0.0;0.0;200.0;0.0
Pizza hut super supreme personal;1 g;170.0;7.0;17.0;9.0;2.0;0.0;1.0
Super bihun kuah;3 g;190.0;4.0;36.0;2.5;0.0;1190.0;3.0
Super bihun goreng;4 g;250.0;4.0;46.0;5.0;3.0;0.0;4.0
Burger Carl's Jr super star with cheese;4 g;920.0;48.0;59.0;56.0;13.0;0.0;4.0
Coca cola;0.26 g;136.0;0.26;35.18;0.07;0.0;0.0;0.0
Gulai pakis;2.60 g;143.0;4.0;6.0;11.4;0.0;0.0;1.4
Hydro coco;7 g;60.0;0.0;18.0;0.0;10.0;0.0;7.0
Gulai ikan;Tidak Diketahui;2 g;106.0;16.5;2.5;3.3;0.0;743.0
Tim tam chocolate;2 g;150.0;2.0;21.0;7.0;0.0;0.0;0.0
Loacker chocolate;7.70 g;511.0;7.7;59.0;26.0;0.0;0.0;0.0
Tango chocolate;1 g;100.0;1.0;14.0;4.0;0.0;0.0;0.0
Sapi; segar;Tidak Diketahui;0.90 g;84.0;10.5;0.2;4.6;0.0
Klepon;4.75 g;366.0;4.75;65.82;9.34;0.0;79.0;0.0
Pisang raja sereh;Tidak Diketahui;1 g;108.0;1.3;28.2;0.3;0.0;31.0
Pisang raja;Tidak Diketahui;1 g;120.0;1.2;31.8;0.2;0.0;35.0
Geplak;1 g;350.0;1.4;53.6;14.4;0.0;0.0;1.8
Kalakai;Tidak Diketahui;0.90 g;38.0;2.4;6.6;0.2;0.0;7.0
Yakult;1 g;50.0;1.0;11.0;0.0;10.0;0.0;0.0
Cheesecake Factory ultimate red velvet cake cheesecake;1 g;1570.0;14.0;125.0;116.0;105.0;0.0;1.0
Susu kedelai V Soy Multigrain;6.10 g;169.0;6.1;20.4;6.9;16.3;0.0;0.0
Multigrain Bread;8 g;240.0;8.0;38.0;6.0;5.0;0.0;0.0
Beberuk;1.10 g;65.0;1.1;3.5;5.2;0.0;53.0;3.1
Bebek; goreng;Tidak Diketahui;2 g;300.0;24.0;4.5;20.7;0.0
Sagu kasbi segar;0.20 g;230.0;0.6;56.5;0.2;0.0;100.0;3.0
Kedongdong masak;Tidak Diketahui;0.60 g;46.0;1.0;10.3;0.1;0.0;2.0
Tauji cap singa;6.20 g;277.0;9.1;49.6;4.7;0.0;0.0;1.2
Kawista;Tidak Diketahui;1.40 g;120.0;3.5;20.8;2.5;0.0;9.0
So good Almond milk original;0.70 g;74.0;1.4;9.0;3.4;8.6;0.0;0.7
Susu almond So good Almond Milk unsweetend;0.80 g;41.0;1.4;0.8;3.5;0.3;0.0;0.8
Pocky Chocolate;3 g;230.0;3.0;32.0;10.0;12.0;0.0;0.0
Pocky Cookies dan cream;3 g;210.0;3.0;26.0;10.0;11.0;0.0;0.0
Pocky Strawberry;3 g;220.0;3.0;31.0;10.0;9.0;0.0;0.0
Buavita royale sunshine carrot;2 g;120.0;0.0;28.0;0.0;25.0;0.0;2.0
Buavita royale chloro broccoli;0 g;120.0;0.0;29.0;0.0;27.0;0.0;0.0
Ades;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Ademsari chingku;0 g;110.0;0.0;27.0;0.0;25.0;0.0;0.0
Sprite (kaleng);0 g;100.0;0.0;25.0;0.0;25.0;0.0;0.0
Chicken teriyaki;1.70 g;168.0;13.0;7.5;9.6;0.0;959.0;0.8
Kura-kura;Tidak Diketahui;0.70 g;83.0;19.1;0.0;0.2;0.0;0.0
Kuro;Tidak Diketahui;0.90 g;87.0;16.0;1.0;2.2;0.0;0.0
Mcdonald Cheeseburger;2 g;300.0;15.0;33.0;12.0;7.0;0.0;2.0
Sapi; segar;Tidak Diketahui;1.50 g;108.0;17.6;0.0;4.2;0.0
Mcdonald Big mac burger;3 g;540.0;25.0;46.0;28.0;9.0;0.0;3.0
Mcdonald Hamburge;1 g;250.0;13.0;31.0;8.0;6.0;0.0;1.0
Lovy cookies chocobutter;2 g;150.0;2.0;20.0;8.0;8.0;0.0;0.0
Lovy cookies coffeeccino;2 g;150.0;2.0;20.0;7.0;7.0;0.0;0.0
Susu bebelove 6-12bln;0.80 g;140.0;3.0;18.0;6.0;16.2;64.0;0.8
Promina milky beras merah;8 g;210.0;8.0;35.0;4.5;0.0;150.0;0.0
Promina pisang susu;8 g;210.0;8.0;35.0;4.5;0.0;150.0;0.0
Mangga indramayu;Tidak Diketahui;0.10 g;72.0;0.8;18.7;0.2;0.0;3.0
Maestro light Mayonnaise;0 g;50.0;0.0;7.0;5.0;0.0;130.0;0.0
Ikan Pindang banjar;Tidak Diketahui;7 g;157.0;28.0;1.8;4.2;0.0;0.0
Ikan Pindang benggol;Tidak Diketahui;7.80 g;170.0;31.0;0.0;4.2;0.0;0.0
Ikan Pindang layang;Tidak Diketahui;7.20 g;153.0;30.0;0.0;2.8;0.0;0.0
La Fonte Fettuccine-30 Pasta;2 g;0.0;8.0;45.0;0.0;3.0;40.0;2.0
Daun jampang;Tidak Diketahui;1.50 g;34.0;3.8;5.3;0.5;0.0;0.0
sambal pecel;9 g;220.0;9.0;23.0;10.0;0.0;0.0;0.0
Cerebrofort Marine Gummy Strawberry;1 g;0.0;1.0;8.0;0.0;6.0;10.0;0.0
Pecel sayur dengan lauk;25.17 g;408.0;25.17;27.07;25.18;0.0;272.0;0.0
Teh celup sosro;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0
teh cap dandang black tea;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Bawang merah;Tidak Diketahui;1 g;46.0;1.5;9.2;0.3;0.0;7.0
Bawang putih;Tidak Diketahui;1.80 g;112.0;4.5;21.3;0.2;0.0;46.0
Balichong;3.60 g;152.0;13.2;22.9;0.8;0.0;120.0;1.5
Batatas kelapa kukus;1.80 g;92.0;1.2;21.0;0.3;0.0;10.0;4.1
Kuaci Rebo origial;3 g;110.0;5.0;3.0;9.0;0.0;130.0;3.0
KFC Original recipe dada;39 g;390.0;39.0;11.0;21.0;0.0;0.0;0.0
KFC Original recipe paha bawah;12 g;130.0;12.0;4.0;8.0;0.0;0.0;0.0
KFC Original recipe paha atas;19 g;280.0;19.0;8.0;19.0;0.0;0.0;0.0
KFC Original recipe sayap;10 g;130.0;10.0;3.0;8.0;0.0;0.0;0.0
Keribang; segar;Tidak Diketahui;0.80 g;137.0;1.3;29.8;1.1;0.0
Kue bangket;0.90 g;388.0;1.5;80.3;1.2;0.0;67.0;0.0
Lengkuas/Boros laja;Tidak Diketahui;1 g;26.0;1.0;4.7;0.3;0.0;24.0
Cheesecake Factory carrot cake;5 g;1710.0;15.0;146.0;122.0;117.0;0.0;5.0
Tummy yogurt mango carrot;11 g;150.0;3.0;29.0;2.0;18.0;0.0;11.0
Corn flakes;1 g;110.0;2.0;26.0;0.0;3.0;0.0;1.0
Eskrim cornetto chocolate;2 g;260.0;3.0;34.0;12.0;22.0;0.0;2.0
Kerokot;Tidak Diketahui;1.10 g;26.0;1.7;3.8;0.4;0.0;4.0
Coklat Lindt 70% Cocoa smooth dark;3 g;250.0;3.0;17.0;19.0;12.0;0.0;3.0
Teh Kotak Less Sugar;0 g;70.0;0.0;19.0;0.0;0.0;5.0;0.0
Granola creation tropical fruit and nuts;2 g;162.0;7.0;23.0;5.0;5.0;0.0;2.0
Go Natural fruit and nut delight;5.40 g;230.0;6.2;20.7;13.5;12.1;0.0;5.4
Carman's fruit and nut;3.10 g;183.0;4.1;25.1;6.7;7.8;0.0;3.1
Sonice Chicken Stick;13 g;250.0;13.0;13.0;17.0;0.0;0.0;0.0
Sonice Chicken karage;12 g;300.0;12.0;21.0;18.0;0.0;0.0;0.0
Ikan Tongkol;Tidak Diketahui;2.10 g;100.0;13.7;8.0;1.5;0.0;202.0
lontong;1.20 g;144.0;2.76;31.76;0.23;0.12;0.0;1.2
Cimory Soyamilk;10 g;260.0;10.0;42.0;6.0;18.0;0.0;0.0
Cimory yogurt set low fat;5 g;60.0;5.0;8.0;1.5;0.0;0.0;0.0
Cimory yogurt drink;26 g;180.0;6.0;32.0;2.0;0.0;0.0;26.0
Salak bali;0.70 g;57.0;0.5;13.6;0.1;0.0;0.0;1.3
Salak medan;8.50 g;55.0;0.4;12.8;0.2;0.0;39.0;3.2
Salak;0.70 g;77.0;0.4;20.9;0.0;0.0;0.0;0.0
Jamur tiram;Tidak Diketahui;0.60 g;30.0;1.9;5.5;0.1;0.0;22.0
Rujak cingur;1.40 g;153.0;11.3;8.0;8.4;0.0;0.0;1.4
Pisang angleng (pisang ampyang);Tidak Diketahui;1 g;68.0;1.3;17.2;0.2;0.0;23.0
Anggur hutan;Tidak Diketahui;0.20 g;30.0;0.5;6.8;0.2;0.0;0.0
Gurame asem manis;Tidak Diketahui;2.40 g;192.0;12.7;12.7;10.1;0.0;0.0
kopi kapal api special mix;1 g;100.0;1.0;23.0;1.0;0.0;10.0;0.0
WRP truil bar;2 g;80.0;1.0;14.0;3.5;7.0;0.0;2.0
WRP deli chips;3 g;210.0;1.0;26.0;11.0;1.0;0.0;3.0
Arwan sirsir;2.90 g;277.0;2.4;10.7;25.0;0.0;240.0;4.6
Sirsak;0.70 g;65.0;1.0;16.3;0.3;0.0;2.0;3.2
Gula putih / Gula Pasir;0.60 g;394.0;0.0;94.0;0.0;0.0;1.0;0.0
Sirup;1 g;213.0;0.0;55.0;0.0;0.0;3.0;0.0
yoghurt cimory;5 g;180.0;6.0;36.0;2.0;26.0;90.0;5.0
Kelapa parut;3 g;283.0;3.0;10.0;27.0;0.0;0.0;0.0
Ikan Layang;Tidak Diketahui;2.30 g;109.0;22.0;0.0;1.7;0.0;0.0
Ikan Layur;Tidak Diketahui;0.50 g;82.0;18.0;0.4;1.0;0.0;0.0
Lays krim dan bawang;2 g;110.0;2.0;11.0;6.0;0.0;0.0;0.0
Bunga pepaya;Tidak Diketahui;1.70 g;45.0;2.6;8.1;0.3;0.0;2.0
Daun kubis; segar;Tidak Diketahui;2.20 g;51.0;2.5;8.0;1.1;0.0
Erbis;Tidak Diketahui;0.50 g;70.0;0.6;18.9;0.0;0.0;21.0
Belibis; segar;Tidak Diketahui;1.40 g;131.0;20.2;2.8;4.3;0.0
Jagung titi;0.10 g;374.0;9.4;79.1;2.2;0.0;0.0;0.8
Kepiting; segar;Tidak Diketahui;0.20 g;151.0;13.8;14.1;3.8;0.0
Del Monte Barbaque Sauce (250 g);0 g;60.0;0.0;14.0;0.0;10.0;880.0;0.0
Kacang belimbing rebus;1.20 g;204.0;16.9;17.5;8.8;0.0;43.0;4.8
Tempe kacang belimbing;1.40 g;212.0;17.5;12.9;10.0;0.0;0.0;2.9
Belimbing;Tidak Diketahui;0.40 g;36.0;0.4;8.8;0.4;0.0;4.0
Nutrisari Es Rujak;0 g;50.0;0.0;12.0;0.0;10.0;150.0;0.0
Rujak lontong;11.98 g;243.0;11.98;24.7;12.3;0.0;278.0;0.0
Belitung kukus;1.10 g;145.0;1.2;34.2;0.4;0.0;7.0;1.0
Enting-enting gepuk kacang tanah;1.40 g;524.0;13.3;52.0;29.2;0.0;0.0;0.2
Pisang kepok;Tidak Diketahui;1 g;109.0;0.8;26.3;0.5;0.0;10.0
Pisang kepok rebus;1.55 g;145.0;1.55;37.91;0.44;0.0;5.0;0.0
Meiji Plain Crackers with Oat;2 g;120.0;3.0;19.0;3.5;0.0;120.0;2.0
Meiji Plain Crackers (isi 4 bungkus);2 g;120.0;3.0;19.0;3.5;1.0;125.0;2.0
Barongko;0.70 g;159.0;3.1;23.5;5.8;0.0;46.0;0.0
Ikan Baubara;Tidak Diketahui;1.60 g;100.0;14.7;4.9;2.4;0.0;390.0
Ketumbar;Tidak Diketahui;4.40 g;418.0;14.1;54.2;16.1;0.0;91.0
Saladstop Omega 3 baby;6.70 g;391.3;17.3;18.6;28.7;9.6;0.0;6.7
Blue Band;0 g;90.0;0.0;0.0;10.0;0.0;125.0;0.0
Gilus mix sensasi aroma pandan (isi 10 sachet);1 g;90.0;1.0;21.0;0.5;17.0;0.0;0.0
Sasa Santan Kelapa;0 g;35.0;0.0;1.0;4.0;0.0;15.0;0.0
Sasa Santan Kelapa Coconut Cream;0 g;35.0;0.0;1.0;4.0;0.0;15.0;0.0
Sasa Tepung Bakwan;0 g;0.0;1.0;8.0;0.0;1.0;150.0;0.0
Goldenfil Choco Crunchy;1 g;30.0;1.0;13.0;6.0;10.0;20.0;0.0
san remo sauce tomato basil;2 g;96.0;2.0;11.5;4.6;7.4;0.0;0.0
Silky Pudding Coklat;3 g;130.0;3.0;23.0;3.5;0.0;35.0;0.0
Kacang kedelai rebus;2.10 g;189.0;20.2;12.7;8.2;0.0;181.0;1.6
Kacang komak;Tidak Diketahui;2.60 g;327.0;16.4;55.8;4.3;0.0;22.0
Emping komak;2.70 g;355.0;17.8;60.7;4.6;0.0;24.0;0.0
Komak;Tidak Diketahui;1.10 g;99.0;3.3;21.2;0.1;0.0;15.0
Chatime hazelnut milk tea;1 g;244.0;1.0;36.0;10.5;28.5;0.0;0.0
Chatime hazelnut milk tea (no sugar);1 g;185.0;1.0;20.5;11.0;15.0;0.0;0.0
gastone lago poker wafer with hazelnut cream;1 g;130.0;1.0;17.0;6.0;0.0;35.0;0.0
Saga merah terkupas;Tidak Diketahui;3.90 g;449.0;30.6;31.9;25.5;0.0;66.0
Mom's Recipe Silky Pudding rasa peach (155 g);9 g;430.0;9.0;76.0;10.0;56.0;150.0;0.0
Mom's Recipe Silky Pudding rasa biskuit (155 g);7 g;440.0;7.0;75.0;13.0;51.0;320.0;0.0
Mom's Recipe Silky Pudding rasa cokelat (155 g);3 g;130.0;3.0;23.0;3.5;17.0;35.0;0.0
Mom's Recipe Silky Pudding rasa permen karet (155 g);3 g;130.0;3.0;24.0;3.0;17.0;40.0;0.0
Kewpie mayonais original;1 g;100.0;1.0;0.0;11.0;0.0;70.0;0.0
Kewpie Thousand island;1 g;70.0;1.0;4.0;6.0;0.0;260.0;0.0
Kewpie Tomat pedas;1 g;80.0;1.0;5.0;6.0;0.0;350.0;0.0
Kewpie Wijen sangrai;1 g;90.0;1.0;5.0;7.0;0.0;190.0;0.0
Kentang;Tidak Diketahui;0.80 g;62.0;2.1;13.5;0.2;0.0;7.0
Happytos;1 g;144.0;2.0;16.0;7.0;0.0;0.0;1.0
japato potato chips rasa happy honey butter;1 g;100.0;1.0;13.0;5.0;0.0;270.0;0.0
Happy Tos Corn Chips;1 g;130.0;2.0;16.0;6.0;1.0;100.0;1.0
Yoshinoya Beef bowl (Large bowl);5 g;1040.0;43.0;131.0;38.0;8.0;0.0;5.0
Yoshinoya Teriyaki (Large bowl);9 g;1140.0;66.0;165.0;25.0;25.0;0.0;9.0
Daun sintrong;Tidak Diketahui;1.90 g;36.0;2.6;6.1;0.9;0.0;64.0
Daun ubi tinta;Tidak Diketahui;1.20 g;55.0;1.7;11.9;0.1;0.0;10.0
Sukun muda;1 g;119.0;1.4;28.1;0.2;0.0;24.0;1.4
Kacang tanah sangan tanpa selaput;2.70 g;559.0;26.9;23.6;44.2;0.0;33.0;2.6
Daun selasih;Tidak Diketahui;1.90 g;62.0;4.0;10.5;0.5;0.0;3.0
Peterseli;Tidak Diketahui;2.40 g;53.0;3.7;9.0;1.0;0.0;18.0
Kenari kering;3 g;657.0;15.0;13.0;66.0;0.0;3.0;0.0
Pindang kenari;Tidak Diketahui;2.80 g;124.0;9.5;0.0;9.6;0.0;370.0
Daun pepaya;Tidak Diketahui;2.70 g;87.0;8.0;11.9;2.0;0.0;4.0
Kabau;Tidak Diketahui;0.60 g;130.0;6.7;25.2;0.3;0.0;1.0
Ayam goreng sukabumi;Tidak Diketahui;3.40 g;244.0;36.7;1.0;9.2;0.0;0.0
Ayam goreng sukabumi;Tidak Diketahui;3.60 g;283.0;35.7;0.5;14.3;0.0;0.0
Jamur encik;2.70 g;296.0;9.4;62.0;0.1;0.0;2.0;0.0
French fries;4 g;380.0;5.0;53.0;17.0;0.0;0.0;4.0
Curry Croquette;1 g;180.0;1.0;21.0;9.0;1.0;0.0;1.0
Jantung pisang segar;1.20 g;32.0;1.2;7.1;0.3;0.0;3.0;3.2
Jeruk nipis;Tidak Diketahui;0.40 g;44.0;0.5;10.0;0.2;0.0;3.0
Pempek belida;Tidak Diketahui;1.40 g;156.0;4.2;31.6;1.4;0.0;0.0
Pempek kapal selam;Tidak Diketahui;1.60 g;152.0;4.5;28.2;2.3;0.0;628.0
Sapi; segar;Tidak Diketahui;2.10 g;183.0;12.0;1.4;14.4;0.0
Ayam brand tuna dalam air;13 g;50.0;13.0;0.0;0.0;0.0;0.0;0.0
Daun matel ambon;Tidak Diketahui;3 g;71.0;6.8;11.5;1.6;0.0;0.0
Daun singkong ambon;Tidak Diketahui;2.90 g;144.0;12.7;25.2;1.2;0.0;44.0
Pisang ambon;Tidak Diketahui;1 g;108.0;1.0;24.3;0.8;0.0;10.0
WRP lose weight meal replacement;3 g;15.0;14.0;35.0;1.5;16.0;260.0;3.0
Ayam bacem;13.70 g;147.0;13.7;8.3;6.7;0.0;0.0;0.0
Tahu bacem;1.90 g;24.0;1.9;1.09;1.47;0.0;34.0;0.0
cemcem pilus rasa keju panggang;1 g;100.0;1.0;13.0;5.0;0.0;270.0;0.0
Pronas kornet ayam;2 g;70.0;5.0;5.0;3.0;0.0;0.0;2.0
Tebu terubuk (lilin);Tidak Diketahui;1 g;30.0;4.6;3.0;0.4;0.0;699.0
Bentul kukus;0.90 g;71.0;2.3;15.4;0.3;0.0;0.0;0.5
Nanas palembang;Tidak Diketahui;0.30 g;58.0;0.7;13.3;0.2;0.0;7.0
Empal (daging) goreng;Tidak Diketahui;2 g;248.0;36.2;10.1;6.9;0.0;848.0
Ikan Paling;Tidak Diketahui;1 g;303.0;14.0;0.0;27.0;0.0;43.0
Esprecielo caramel macchiato;0 g;110.0;1.0;17.0;4.0;10.0;0.0;0.0
Starbucks Espresso Brownie;4 g;370.0;4.0;43.0;21.0;30.0;115.0;0.0
Piatos iga penyet;0 g;60.0;0.0;7.0;3.5;0.0;80.0;0.0
piattos iga penyet;1 g;60.0;1.0;13.0;7.0;0.0;160.0;0.0
Pia 100 Rasa Kacang Hijau;2 g;100.0;2.0;17.0;3.0;0.0;15.0;0.0
japato potato chips rasa rumput laut;1 g;150.0;1.0;15.0;10.0;0.0;150.0;0.0
Pork rib;19.90 g;211.0;19.9;0.0;12.01;0.0;0.0;0.0
Kacang tanah sangan;2.10 g;560.0;29.5;24.1;43.0;0.0;34.0;2.9
Frozen food Puff Pastry Sheet;3 g;200.0;3.0;18.0;13.0;0.0;0.0;0.0
Cheetos Puffs;0.90 g;160.0;2.0;16.0;10.0;0.9;0.0;0.9
Promina puff rasa blueberry;1 g;80.0;1.0;10.0;3.0;0.0;0.0;0.0
Floridina Orange Pulp & Coco Bitz;0 g;90.0;0.0;21.0;0.0;19.0;25.0;0.0
Minute Maid Pulpy rasa jambu;0 g;0.0;0.0;23.0;0.0;22.0;20.0;0.0
Minute Maid Pulpy rasa jeruk;0 g;130.0;0.0;34.0;0.0;27.0;45.0;0.0
Minute Maid Pulpy rasa anggur dengan nata de coco;0 g;0.0;0.0;28.0;0.0;24.0;10.0;0.0
kentang rebus;2.50 g;76.0;1.37;17.72;0.14;5.74;27.0;2.5
Ikan Cakalang;Tidak Diketahui;1.20 g;107.0;19.6;5.5;0.7;0.0;66.0
Jawara cabai tabur jambal;0 g;10.0;0.0;2.0;0.0;0.0;150.0;0.0
Jawara cabai tabur bawang goreng;0 g;10.0;0.0;2.0;0.0;0.0;150.0;0.0
Red Bull;0 g;112.0;0.0;28.0;0.0;0.0;0.0;0.0
Sushi red bull roll;1 g;484.0;28.0;72.0;7.5;28.0;0.0;1.0
OREO SOFT CAKE;1 g;80.0;1.0;8.0;5.0;0.0;50.0;0.0
Koko krunch;1 g;110.0;2.0;23.0;1.0;9.0;0.0;1.0
Krupuk udang Ny. Siok (mentah);2 g;70.0;2.0;16.0;0.0;2.0;260.0;0.0
Cookies Oat krunch coklat gelap;2 g;120.0;2.0;18.0;4.5;6.0;0.0;2.0
Kacang tunis;3.20 g;351.0;12.2;72.9;1.2;0.0;1.0;29.5
Carica papaya;Tidak Diketahui;0.90 g;24.0;1.9;3.7;0.2;0.0;0.0
Rica-rica taipa;1.40 g;49.0;1.6;10.0;0.3;0.0;426.0;0.0
Babi hutan masak rica;2.70 g;491.0;24.6;0.2;16.3;0.0;1415.0;0.0
Tikus rica;Tidak Diketahui;4 g;257.0;18.8;3.8;18.5;0.0;1724.0
Merica;Tidak Diketahui;4.40 g;365.0;11.5;64.4;6.8;0.0;4.0
Ale; tauge; kecambah; segar;Tidak Diketahui;0.70 g;37.0;4.4;3.8
Folabee rasa coklat;2 g;25.0;3.0;26.0;5.0;9.0;190.0;2.0
Pop Ice Rasa Cokelat;1 g;10.0;1.0;22.0;1.0;17.0;35.0;0.0
Matcha Tea Latte;6.50 g;190.0;6.5;31.5;4.0;30.0;0.0;0.0
Labu kuning;Tidak Diketahui;1.20 g;51.0;1.7;10.0;0.5;0.0;280.0
Susu Slim dan fit coklat;5 g;200.0;15.0;30.0;3.0;12.0;0.0;5.0
Susu Slim dan fit vanila;5 g;200.0;15.0;30.0;2.5;13.0;0.0;5.0
Fitmee mie goreng Korea;3 g;150.0;1.0;29.0;4.0;6.0;400.0;3.0
Fitmee rasa soto;2 g;60.0;0.0;10.0;2.0;2.0;430.0;2.0
Terong asam;Tidak Diketahui;0.80 g;37.0;2.0;6.3;0.4;0.0;3.0
Lema / rebung asam;0.40 g;15.0;1.0;1.9;0.4;0.0;3.0;0.0
san remo pasta sauce spaghetti (mentah);3.80 g;457.0;15.0;90.0;2.5;3.1;0.0;3.8
Pasta La fonte spaghetti with mushroom sauce;3 g;340.0;8.0;60.0;4.0;7.0;0.0;3.0
Pasta La fonte spaghetti with chicken sauce;4 g;340.0;10.0;57.0;8.0;0.0;0.0;4.0
tini mini biti;1 g;60.0;1.0;8.0;2.5;0.0;140.0;0.0
Kacang atom;2.20 g;533.0;27.8;28.8;38.1;0.0;0.0;2.5
Tomat merah;Tidak Diketahui;0.60 g;24.0;1.3;4.7;0.5;0.0;10.0
Tomat muda;Tidak Diketahui;2 g;24.0;2.0;3.3;0.7;0.0;10.0
Ikan Katombo asin;100 g;162.0;31.7;0.3;2.8;0.0;4393.0;0.0
Yogurt greek yummy strawberry;8 g;120.0;8.0;16.0;3.0;9.0;70.0;0.0
Mayumi saus creamy serbaguna rasa pedas (180 g);591 g;100.0;0.0;3.0;10.0;3.0;270.0;0.0
Yummy bites Originak;2 g;50.0;2.0;8.0;1.0;2.0;35.0;0.0
Soboro Bread;1 g;300.0;7.0;56.0;7.0;16.0;0.0;1.0
Beras siger;0.70 g;344.0;1.1;28.3;0.2;0.0;106.0;5.6
Doritos Nacho Cheese;2 g;100.0;2.0;12.0;5.0;0.0;125.0;0.0
Ayam; goreng;Tidak Diketahui;1.80 g;270.0;32.3;9.9;11.2;0.0
Sop daging sapi;Tidak Diketahui;0.90 g;49.0;5.8;5.3;0.5;0.0;391.0
Sop kaki sapi;Tidak Diketahui;0.90 g;68.0;9.0;3.7;1.9;0.0;435.0
Gatep;Tidak Diketahui;1.60 g;191.0;4.5;39.7;1.5;0.0;17.0
Teh botol sosro tawar;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Keju Castello Brie;0 g;73.0;5.0;0.03;6.0;0.03;0.0;0.0
Keju Castello camembert;5 g;73.0;5.0;0.03;6.0;0.03;0.0;0.0
Betok wadi;Tidak Diketahui;3.40 g;145.0;16.3;4.1;7.0;0.0;69.0
Ikan Papuyu / betok;Tidak Diketahui;1.20 g;120.0;14.3;4.6;4.9;0.0;240.0
Diabetasol sweetener;0 g;0.0;0.0;1.0;0.0;0.0;0.0;0.0
MILO cereal;2 g;110.0;2.0;23.0;1.0;9.0;0.0;2.0
Origo coffe cereal latte;6.80 g;238.0;6.8;38.69;6.0;17.39;0.0;0.0
Ayam brand chilli tuna;8 g;100.0;8.0;3.0;6.0;2.0;0.0;0.0
Baked Potato Chili'n cheese;8 g;460.0;19.0;71.0;11.0;7.0;0.0;8.0
Chili Cheese Fries ( 1 porsi);6 g;500.0;16.0;53.0;25.0;4.0;0.0;6.0
hilo teen;6 g;25.0;6.0;33.0;2.5;26.0;135.0;0.0
Gemez Enaak Snack Mi;2 g;40.0;2.0;13.0;4.0;0.0;240.0;0.0
Pankreas kambing (mentah);0 g;152.0;14.84;0.0;9.82;0.0;0.0;0.0
Domino Pizza Beef Pepperoni feast;2 g;370.0;16.0;36.0;17.0;3.0;890.0;2.0
Jasuke;Tidak Diketahui;3.22 g;86.0;3.22;19.02;1.18;0.0;0.0
TEH KOTAK JASMINE TEA;0 g;100.0;0.0;26.0;0.0;26.0;15.0;0.0
Sayur lilin-terubuk;1.40 g;36.0;2.7;4.8;0.7;0.0;30.0;1.4
Yupi Gummy Pizza;1 g;0.0;1.0;12.0;0.0;8.0;0.0;0.0
Labu waluh;Tidak Diketahui;1 g;32.0;1.1;6.6;0.1;0.0;1.0
Waluh balamak;1 g;45.0;0.8;8.1;0.9;0.0;61.0;7.9
Ikan Kawalinya;Tidak Diketahui;1.70 g;110.0;12.6;5.4;4.2;0.0;340.0
Brongkos;2.40 g;141.0;15.3;12.6;3.3;0.0;0.0;1.0
Mujahir acar kuning;Tidak Diketahui;4.60 g;330.0;17.8;12.1;23.4;0.0;0.0
Kuaci Rebo salted caramel;1 g;50.0;2.0;1.0;4.0;0.0;90.0;1.0
Wajik;1.99 g;152.0;1.99;34.2;0.68;0.0;70.0;0.0
Lantar;Tidak Diketahui;0.80 g;34.0;2.2;5.5;0.3;0.0;3.0
Lontar;Tidak Diketahui;0.40 g;27.0;0.4;6.0;0.2;0.0;0.0
Tekokak;Tidak Diketahui;1 g;34.0;2.0;7.9;0.1;0.0;3.0
Tekokak kering;8.10 g;302.0;8.3;72.6;1.7;0.0;9.0;21.2
Ikan Kakap;Tidak Diketahui;2.30 g;92.0;20.0;0.0;0.7;0.0;0.0
Ikan Papuyu bakar;3 g;152.0;17.6;6.7;6.1;0.0;320.0;0.0
Udang papay;Tidak Diketahui;11.50 g;273.0;47.8;12.5;3.8;0.0;651.0
san remo pasta sauce wholemeal (mentah);11 g;452.0;19.0;78.0;4.0;4.0;0.0;11.0
